expense_id,item_id,tax,total,item_name
205,1,0.13,16.68,Inventory Costs
205,2,0.16,146.15,Software Subscriptions
206,1,0.1,164.11,Shrinkage
206,2,0.2,146.97,Depreciation
206,3,0.16,146.15,Software Subscriptions
206,4,0.19,109.54,Contractor Fees
207,1,0.12,63.04,Leasehold Improvements
207,2,0.13,151.04,Auditing Fees
208,1,0.1,88.88,Fixtures and Equipment
208,2,0.06,31.8,Temporary Labor
208,3,0.07,193.79,Promotions
208,4,0.1,165.64,Unemployment Taxes
209,1,0.12,102.66,Freight and Delivery
209,2,0.2,37.58,Workers Compensation
210,1,0.07,193.79,Promotions
210,2,0.19,119.99,Deferred Taxes
210,3,0.11,188.36,Utilities Deposits
211,1,0.09,41.41,Professional Fees
212,1,0.2,102.55,Office Supplies
212,2,0.15,86.64,Hardware Upgrades
212,3,0.06,31.8,Temporary Labor
213,1,0.15,165.9,Office Expenses
213,2,0.13,156.95,Discounts
213,3,0.13,35.21,Business Insurance
214,1,0.13,195.23,Advertising
215,1,0.17,134.64,Vehicle Maintenance
215,2,0.09,77.54,Employee Salaries
215,3,0.16,90.05,Taxes
216,1,0.15,165.9,Office Expenses
216,2,0.07,128.18,Other Expenses
216,3,0.13,48.13,Packaging Materials
216,4,0.13,16.68,Inventory Costs
217,1,0.07,128.18,Other Expenses
217,2,0.07,90.62,Benefits
218,1,0.09,77.54,Employee Salaries
218,2,0.09,124.24,Consulting Fees
218,3,0.11,188.36,Utilities Deposits
219,1,0.16,56.59,Prepaid Expenses
219,2,0.06,128.19,Equipment Maintenance
219,3,0.11,113.0,Insurance Premiums
220,1,0.13,16.68,Inventory Costs
220,2,0.09,124.24,Consulting Fees
220,3,0.07,90.62,Benefits
220,4,0.17,134.64,Vehicle Maintenance
221,1,0.14,129.84,Accounting Fees
221,2,0.1,165.64,Unemployment Taxes
221,3,0.1,125.84,Marketing Costs
222,1,0.07,193.79,Promotions
222,2,0.06,128.19,Equipment Maintenance
222,3,0.1,165.64,Unemployment Taxes
223,1,0.06,128.19,Equipment Maintenance
224,1,0.19,119.99,Deferred Taxes
224,2,0.12,125.0,Legal Fees
224,3,0.16,111.73,Utilities
224,4,0.2,37.58,Workers Compensation
225,1,0.14,129.84,Accounting Fees
225,2,0.08,16.15,Postage and Shipping
226,1,0.1,125.84,Marketing Costs
226,2,0.19,132.18,Miscellaneous Expenses
226,3,0.15,165.9,Office Expenses
227,1,0.17,137.87,Pensions
227,2,0.09,46.14,Fuel Costs
227,3,0.08,16.15,Postage and Shipping
228,1,0.18,66.63,Security Services
228,2,0.09,110.33,Liability Insurance
228,3,0.18,99.41,Signage
228,4,0.08,64.64,Recruitment Costs
229,1,0.13,151.04,Auditing Fees
229,2,0.11,113.0,Insurance Premiums
230,1,0.2,37.58,Workers Compensation
230,2,0.12,102.66,Freight and Delivery
231,1,0.16,111.73,Utilities
231,2,0.1,88.88,Fixtures and Equipment
231,3,0.09,124.24,Consulting Fees
232,1,0.12,125.0,Legal Fees
232,2,0.09,46.14,Fuel Costs
233,1,0.07,128.18,Other Expenses
234,1,0.14,129.84,Accounting Fees
234,2,0.1,164.11,Shrinkage
235,1,0.2,146.97,Depreciation
235,2,0.19,109.54,Contractor Fees
236,1,0.18,66.63,Security Services
237,1,0.19,132.18,Miscellaneous Expenses
237,2,0.18,99.41,Signage
238,1,0.07,90.62,Benefits
238,2,0.11,188.36,Utilities Deposits
238,3,0.16,72.73,Returns
239,1,0.1,165.64,Unemployment Taxes
239,2,0.06,174.78,Employee Training
239,3,0.17,134.64,Vehicle Maintenance
239,4,0.12,125.0,Legal Fees
240,1,0.13,151.04,Auditing Fees
241,1,0.12,63.04,Leasehold Improvements
241,2,0.18,66.63,Security Services
241,3,0.1,88.88,Fixtures and Equipment
241,4,0.07,128.18,Other Expenses
242,1,0.16,146.15,Software Subscriptions
242,2,0.09,46.14,Fuel Costs
242,3,0.15,161.92,Travel Expenses
243,1,0.19,132.18,Miscellaneous Expenses
243,2,0.11,66.59,Credit Card Fees
243,3,0.12,102.66,Freight and Delivery
243,4,0.1,171.6,Rent
244,1,0.12,102.66,Freight and Delivery
244,2,0.15,55.91,Fines and Penalties
244,3,0.13,195.23,Advertising
245,1,0.11,10.67,Bad Debt
245,2,0.16,72.73,Returns
245,3,0.11,113.0,Insurance Premiums
246,1,0.19,132.18,Miscellaneous Expenses
246,2,0.1,165.64,Unemployment Taxes
247,1,0.09,110.33,Liability Insurance
247,2,0.2,102.55,Office Supplies
247,3,0.2,37.58,Workers Compensation
248,1,0.09,59.46,Janitorial Services
248,2,0.19,132.18,Miscellaneous Expenses
248,3,0.09,41.41,Professional Fees
248,4,0.13,48.13,Packaging Materials
249,1,0.17,134.64,Vehicle Maintenance
249,2,0.1,171.6,Rent
250,1,0.16,90.05,Taxes
250,2,0.13,35.21,Business Insurance
250,3,0.05,123.14,Interest Expenses
251,1,0.07,90.62,Benefits
251,2,0.11,179.77,Amortization
251,3,0.08,16.15,Postage and Shipping
252,1,0.18,99.41,Signage
252,2,0.1,36.95,Shipping Costs
252,3,0.11,179.77,Amortization
252,4,0.19,119.99,Deferred Taxes
253,1,0.13,156.95,Discounts
253,2,0.12,102.66,Freight and Delivery
253,3,0.09,110.33,Liability Insurance
253,4,0.09,124.24,Consulting Fees
254,1,0.17,134.64,Vehicle Maintenance
254,2,0.1,125.84,Marketing Costs
254,3,0.09,77.54,Employee Salaries
255,1,0.09,77.54,Employee Salaries
255,2,0.13,35.21,Business Insurance
255,3,0.05,123.14,Interest Expenses
256,1,0.15,86.64,Hardware Upgrades
256,2,0.15,55.91,Fines and Penalties
257,1,0.06,128.19,Equipment Maintenance
258,1,0.18,66.63,Security Services
259,1,0.09,110.33,Liability Insurance
259,2,0.17,134.64,Vehicle Maintenance
260,1,0.19,119.99,Deferred Taxes
260,2,0.14,129.84,Accounting Fees
261,1,0.06,31.8,Temporary Labor
261,2,0.16,90.05,Taxes
261,3,0.19,132.18,Miscellaneous Expenses
262,1,0.11,66.59,Credit Card Fees
262,2,0.19,119.99,Deferred Taxes
263,1,0.11,188.36,Utilities Deposits
263,2,0.19,132.18,Miscellaneous Expenses
263,3,0.1,165.64,Unemployment Taxes
263,4,0.12,102.66,Freight and Delivery
264,1,0.06,128.19,Equipment Maintenance
264,2,0.13,35.21,Business Insurance
264,3,0.06,174.78,Employee Training
264,4,0.07,128.18,Other Expenses
265,1,0.1,171.6,Rent
266,1,0.11,113.0,Insurance Premiums
266,2,0.16,56.59,Prepaid Expenses
266,3,0.19,132.18,Miscellaneous Expenses
267,1,0.17,137.87,Pensions
268,1,0.09,59.46,Janitorial Services
268,2,0.19,119.99,Deferred Taxes
268,3,0.16,111.73,Utilities
268,4,0.11,179.77,Amortization
269,1,0.19,16.58,Office Furniture
269,2,0.19,109.54,Contractor Fees
270,1,0.11,188.36,Utilities Deposits
270,2,0.06,174.78,Employee Training
270,3,0.16,72.73,Returns
271,1,0.11,188.36,Utilities Deposits
271,2,0.16,72.73,Returns
271,3,0.19,132.18,Miscellaneous Expenses
271,4,0.11,10.67,Bad Debt
272,1,0.13,156.95,Discounts
272,2,0.15,161.92,Travel Expenses
273,1,0.15,161.92,Travel Expenses
274,1,0.07,90.62,Benefits
274,2,0.09,77.54,Employee Salaries
275,1,0.1,125.84,Marketing Costs
275,2,0.1,36.95,Shipping Costs
275,3,0.16,111.73,Utilities
275,4,0.18,66.63,Security Services
276,1,0.2,146.97,Depreciation
276,2,0.06,128.19,Equipment Maintenance
276,3,0.12,63.04,Leasehold Improvements
276,4,0.19,66.64,Bank Fees
277,1,0.15,165.9,Office Expenses
277,2,0.15,161.92,Travel Expenses
278,1,0.09,41.41,Professional Fees
278,2,0.09,77.54,Employee Salaries
278,3,0.16,146.15,Software Subscriptions
278,4,0.11,179.77,Amortization
279,1,0.19,66.64,Bank Fees
279,2,0.1,36.95,Shipping Costs
279,3,0.09,46.14,Fuel Costs
279,4,0.08,64.64,Recruitment Costs
280,1,0.11,188.36,Utilities Deposits
281,1,0.13,48.13,Packaging Materials
281,2,0.11,113.0,Insurance Premiums
281,3,0.09,77.54,Employee Salaries
281,4,0.09,110.33,Liability Insurance
282,1,0.16,56.59,Prepaid Expenses
282,2,0.06,174.78,Employee Training
283,1,0.15,86.64,Hardware Upgrades
283,2,0.17,134.64,Vehicle Maintenance
284,1,0.2,37.58,Workers Compensation
285,1,0.13,195.23,Advertising
286,1,0.1,164.11,Shrinkage
286,2,0.19,16.58,Office Furniture
287,1,0.19,109.54,Contractor Fees
287,2,0.13,35.21,Business Insurance
287,3,0.07,193.79,Promotions
288,1,0.12,125.0,Legal Fees
289,1,0.11,66.59,Credit Card Fees
289,2,0.11,10.67,Bad Debt
289,3,0.09,124.24,Consulting Fees
290,1,0.15,86.64,Hardware Upgrades
291,1,0.1,36.95,Shipping Costs
291,2,0.15,55.91,Fines and Penalties
291,3,0.13,156.95,Discounts
292,1,0.09,59.46,Janitorial Services
292,2,0.16,111.73,Utilities
293,1,0.13,35.21,Business Insurance
293,2,0.06,127.82,Property Taxes
294,1,0.16,111.73,Utilities
294,2,0.07,193.79,Promotions
295,1,0.11,188.36,Utilities Deposits
296,1,0.13,156.95,Discounts
296,2,0.18,66.63,Security Services
297,1,0.12,63.04,Leasehold Improvements
297,2,0.2,37.58,Workers Compensation
297,3,0.08,64.64,Recruitment Costs
298,1,0.16,72.73,Returns
298,2,0.09,46.14,Fuel Costs
298,3,0.14,129.84,Accounting Fees
298,4,0.2,102.55,Office Supplies
299,1,0.16,56.59,Prepaid Expenses
299,2,0.2,37.58,Workers Compensation
299,3,0.17,137.87,Pensions
299,4,0.07,90.62,Benefits
300,1,0.19,66.64,Bank Fees
301,1,0.09,59.46,Janitorial Services
301,2,0.11,188.36,Utilities Deposits
302,1,0.16,72.73,Returns
303,1,0.17,137.87,Pensions
303,2,0.16,146.15,Software Subscriptions
304,1,0.12,102.66,Freight and Delivery
304,2,0.09,41.41,Professional Fees
304,3,0.05,123.14,Interest Expenses
305,1,0.19,132.18,Miscellaneous Expenses
305,2,0.12,102.66,Freight and Delivery
305,3,0.11,10.67,Bad Debt
305,4,0.06,174.78,Employee Training
306,1,0.11,113.0,Insurance Premiums
306,2,0.1,36.95,Shipping Costs
307,1,0.08,64.64,Recruitment Costs
307,2,0.12,63.04,Leasehold Improvements
307,3,0.16,56.59,Prepaid Expenses
308,1,0.16,56.59,Prepaid Expenses
308,2,0.13,195.23,Advertising
308,3,0.12,63.04,Leasehold Improvements
308,4,0.11,188.36,Utilities Deposits
309,1,0.11,188.36,Utilities Deposits
309,2,0.09,59.46,Janitorial Services
310,1,0.12,102.66,Freight and Delivery
310,2,0.06,31.8,Temporary Labor
310,3,0.19,109.54,Contractor Fees
311,1,0.09,41.41,Professional Fees
312,1,0.15,55.91,Fines and Penalties
313,1,0.11,179.77,Amortization
314,1,0.06,174.78,Employee Training
314,2,0.11,188.36,Utilities Deposits
314,3,0.11,179.77,Amortization
315,1,0.15,165.9,Office Expenses
315,2,0.17,134.64,Vehicle Maintenance
316,1,0.13,48.13,Packaging Materials
316,2,0.09,124.24,Consulting Fees
317,1,0.1,171.6,Rent
318,1,0.1,164.11,Shrinkage
318,2,0.12,63.04,Leasehold Improvements
318,3,0.11,113.0,Insurance Premiums
319,1,0.09,41.41,Professional Fees
319,2,0.14,129.84,Accounting Fees
319,3,0.13,48.13,Packaging Materials
320,1,0.13,48.13,Packaging Materials
320,2,0.08,16.15,Postage and Shipping
320,3,0.1,164.11,Shrinkage
320,4,0.06,174.78,Employee Training
321,1,0.16,72.73,Returns
322,1,0.06,31.8,Temporary Labor
322,2,0.12,63.04,Leasehold Improvements
322,3,0.07,90.62,Benefits
322,4,0.11,188.36,Utilities Deposits
323,1,0.09,77.54,Employee Salaries
323,2,0.16,111.73,Utilities
324,1,0.2,146.97,Depreciation
324,2,0.17,134.64,Vehicle Maintenance
324,3,0.1,164.11,Shrinkage
325,1,0.2,102.55,Office Supplies
325,2,0.19,66.64,Bank Fees
325,3,0.19,119.99,Deferred Taxes
325,4,0.15,161.92,Travel Expenses
326,1,0.05,123.14,Interest Expenses
326,2,0.2,102.55,Office Supplies
327,1,0.11,10.67,Bad Debt
328,1,0.19,119.99,Deferred Taxes
328,2,0.06,31.8,Temporary Labor
328,3,0.09,46.14,Fuel Costs
329,1,0.13,151.04,Auditing Fees
329,2,0.19,16.58,Office Furniture
329,3,0.1,36.95,Shipping Costs
330,1,0.18,99.41,Signage
331,1,0.13,195.23,Advertising
331,2,0.14,129.84,Accounting Fees
331,3,0.08,64.64,Recruitment Costs
332,1,0.07,90.62,Benefits
332,2,0.17,134.64,Vehicle Maintenance
332,3,0.19,132.18,Miscellaneous Expenses
332,4,0.1,125.84,Marketing Costs
333,1,0.18,99.41,Signage
333,2,0.06,31.8,Temporary Labor
333,3,0.11,10.67,Bad Debt
334,1,0.19,109.54,Contractor Fees
334,2,0.17,134.64,Vehicle Maintenance
334,3,0.06,128.19,Equipment Maintenance
335,1,0.13,151.04,Auditing Fees
335,2,0.17,137.87,Pensions
336,1,0.13,195.23,Advertising
336,2,0.09,41.41,Professional Fees
336,3,0.1,171.6,Rent
336,4,0.2,146.97,Depreciation
337,1,0.07,128.18,Other Expenses
337,2,0.1,171.6,Rent
337,3,0.15,55.91,Fines and Penalties
337,4,0.06,174.78,Employee Training
338,1,0.09,77.54,Employee Salaries
338,2,0.15,55.91,Fines and Penalties
338,3,0.1,125.84,Marketing Costs
339,1,0.1,171.6,Rent
339,2,0.13,16.68,Inventory Costs
339,3,0.12,63.04,Leasehold Improvements
340,1,0.12,63.04,Leasehold Improvements
341,1,0.08,16.15,Postage and Shipping
341,2,0.17,137.87,Pensions
341,3,0.06,127.82,Property Taxes
342,1,0.15,161.92,Travel Expenses
342,2,0.05,123.14,Interest Expenses
343,1,0.11,188.36,Utilities Deposits
343,2,0.19,16.58,Office Furniture
343,3,0.2,102.55,Office Supplies
343,4,0.19,132.18,Miscellaneous Expenses
344,1,0.19,132.18,Miscellaneous Expenses
344,2,0.15,86.64,Hardware Upgrades
344,3,0.2,37.58,Workers Compensation
345,1,0.1,165.64,Unemployment Taxes
345,2,0.17,137.87,Pensions
346,1,0.12,63.04,Leasehold Improvements
347,1,0.1,36.95,Shipping Costs
348,1,0.07,193.79,Promotions
348,2,0.11,66.59,Credit Card Fees
348,3,0.17,137.87,Pensions
349,1,0.15,86.64,Hardware Upgrades
349,2,0.09,110.33,Liability Insurance
350,1,0.09,77.54,Employee Salaries
350,2,0.19,132.18,Miscellaneous Expenses
350,3,0.06,174.78,Employee Training
350,4,0.19,109.54,Contractor Fees
351,1,0.06,174.78,Employee Training
352,1,0.09,124.24,Consulting Fees
352,2,0.16,90.05,Taxes
352,3,0.09,110.33,Liability Insurance
353,1,0.15,86.64,Hardware Upgrades
353,2,0.1,165.64,Unemployment Taxes
354,1,0.13,156.95,Discounts
354,2,0.16,90.05,Taxes
355,1,0.12,102.66,Freight and Delivery
355,2,0.09,77.54,Employee Salaries
355,3,0.19,132.18,Miscellaneous Expenses
356,1,0.12,63.04,Leasehold Improvements
356,2,0.12,125.0,Legal Fees
356,3,0.2,37.58,Workers Compensation
357,1,0.09,110.33,Liability Insurance
358,1,0.09,46.14,Fuel Costs
358,2,0.06,127.82,Property Taxes
358,3,0.1,164.11,Shrinkage
359,1,0.06,127.82,Property Taxes
359,2,0.16,56.59,Prepaid Expenses
360,1,0.12,102.66,Freight and Delivery
360,2,0.07,193.79,Promotions
360,3,0.11,113.0,Insurance Premiums
361,1,0.06,128.19,Equipment Maintenance
362,1,0.16,72.73,Returns
362,2,0.06,128.19,Equipment Maintenance
363,1,0.14,129.84,Accounting Fees
363,2,0.1,36.95,Shipping Costs
364,1,0.11,113.0,Insurance Premiums
364,2,0.09,77.54,Employee Salaries
364,3,0.1,164.11,Shrinkage
364,4,0.13,16.68,Inventory Costs
365,1,0.1,125.84,Marketing Costs
365,2,0.19,132.18,Miscellaneous Expenses
365,3,0.09,77.54,Employee Salaries
365,4,0.1,36.95,Shipping Costs
366,1,0.16,90.05,Taxes
367,1,0.13,16.68,Inventory Costs
367,2,0.19,119.99,Deferred Taxes
368,1,0.13,48.13,Packaging Materials
369,1,0.11,113.0,Insurance Premiums
369,2,0.17,134.64,Vehicle Maintenance
369,3,0.15,55.91,Fines and Penalties
369,4,0.16,90.05,Taxes
370,1,0.09,41.41,Professional Fees
370,2,0.12,125.0,Legal Fees
371,1,0.13,16.68,Inventory Costs
371,2,0.18,66.63,Security Services
371,3,0.19,66.64,Bank Fees
371,4,0.12,102.66,Freight and Delivery
372,1,0.11,113.0,Insurance Premiums
372,2,0.19,109.54,Contractor Fees
373,1,0.12,63.04,Leasehold Improvements
373,2,0.12,102.66,Freight and Delivery
373,3,0.2,102.55,Office Supplies
373,4,0.09,41.41,Professional Fees
374,1,0.2,102.55,Office Supplies
374,2,0.19,66.64,Bank Fees
374,3,0.11,179.77,Amortization
375,1,0.2,37.58,Workers Compensation
375,2,0.18,99.41,Signage
375,3,0.09,59.46,Janitorial Services
375,4,0.15,86.64,Hardware Upgrades
376,1,0.18,99.41,Signage
376,2,0.08,16.15,Postage and Shipping
377,1,0.07,90.62,Benefits
378,1,0.15,55.91,Fines and Penalties
378,2,0.13,151.04,Auditing Fees
378,3,0.11,10.67,Bad Debt
378,4,0.15,161.92,Travel Expenses
379,1,0.15,86.64,Hardware Upgrades
379,2,0.11,66.59,Credit Card Fees
379,3,0.09,124.24,Consulting Fees
379,4,0.13,35.21,Business Insurance
380,1,0.13,195.23,Advertising
380,2,0.15,161.92,Travel Expenses
380,3,0.16,90.05,Taxes
381,1,0.09,124.24,Consulting Fees
381,2,0.15,55.91,Fines and Penalties
381,3,0.09,59.46,Janitorial Services
381,4,0.2,102.55,Office Supplies
382,1,0.16,56.59,Prepaid Expenses
382,2,0.15,161.92,Travel Expenses
383,1,0.1,125.84,Marketing Costs
383,2,0.15,55.91,Fines and Penalties
383,3,0.18,66.63,Security Services
383,4,0.11,179.77,Amortization
384,1,0.09,110.33,Liability Insurance
385,1,0.19,66.64,Bank Fees
386,1,0.09,59.46,Janitorial Services
386,2,0.16,72.73,Returns
386,3,0.19,119.99,Deferred Taxes
386,4,0.09,46.14,Fuel Costs
387,1,0.12,125.0,Legal Fees
388,1,0.09,41.41,Professional Fees
388,2,0.1,88.88,Fixtures and Equipment
389,1,0.11,188.36,Utilities Deposits
389,2,0.06,31.8,Temporary Labor
389,3,0.16,146.15,Software Subscriptions
389,4,0.13,35.21,Business Insurance
390,1,0.06,128.19,Equipment Maintenance
390,2,0.19,66.64,Bank Fees
390,3,0.09,41.41,Professional Fees
391,1,0.13,48.13,Packaging Materials
391,2,0.12,63.04,Leasehold Improvements
391,3,0.09,41.41,Professional Fees
392,1,0.19,66.64,Bank Fees
392,2,0.13,156.95,Discounts
393,1,0.11,188.36,Utilities Deposits
393,2,0.12,63.04,Leasehold Improvements
394,1,0.12,63.04,Leasehold Improvements
394,2,0.2,146.97,Depreciation
395,1,0.12,102.66,Freight and Delivery
395,2,0.13,16.68,Inventory Costs
395,3,0.15,161.92,Travel Expenses
395,4,0.11,66.59,Credit Card Fees
396,1,0.13,48.13,Packaging Materials
396,2,0.09,124.24,Consulting Fees
396,3,0.2,37.58,Workers Compensation
397,1,0.1,88.88,Fixtures and Equipment
398,1,0.05,123.14,Interest Expenses
398,2,0.09,59.46,Janitorial Services
399,1,0.2,146.97,Depreciation
399,2,0.09,41.41,Professional Fees
399,3,0.16,56.59,Prepaid Expenses
400,1,0.1,164.11,Shrinkage
400,2,0.11,10.67,Bad Debt
400,3,0.09,46.14,Fuel Costs
400,4,0.11,66.59,Credit Card Fees
